id,label,diameter,weight,red,green,blue
2696,grapefruit,11.83,203.33,164,79,23
2697,grapefruit,11.83,203.35,138,79,2
2698,grapefruit,11.84,203.36,164,67,12
2699,grapefruit,11.84,203.39,144,90,2
2700,grapefruit,11.84,203.42,137,74,17
2701,grapefruit,11.84,203.43,144,57,34
2702,grapefruit,11.85,203.45,139,70,20
2703,grapefruit,11.85,203.51,138,71,2
2704,grapefruit,11.85,203.54,157,75,24
2705,grapefruit,11.85,203.55,155,87,18
2706,grapefruit,11.85,203.61,147,86,10
2707,grapefruit,11.85,203.63,143,54,30
2708,grapefruit,11.86,203.64,150,71,2
2709,grapefruit,11.86,203.69,150,88,11
2710,grapefruit,11.86,203.72,147,81,10
2711,grapefruit,11.87,203.75,153,71,15
2712,grapefruit,11.87,203.77,139,62,9
2713,grapefruit,11.87,203.78,143,78,2
2714,grapefruit,11.87,203.81,140,63,7
2715,grapefruit,11.87,203.84,157,79,21
2716,grapefruit,11.88,203.85,153,66,15
2717,grapefruit,11.88,203.86,164,82,28
2718,grapefruit,11.88,203.88,145,69,9
2719,grapefruit,11.88,203.9,145,97,2
2720,grapefruit,11.88,203.93,140,55,13
2721,grapefruit,11.88,203.98,136,69,14
2722,grapefruit,11.89,204.02,164,72,16
2723,grapefruit,11.89,204.04,147,69,27
2724,grapefruit,11.89,204.06,161,70,9
2725,grapefruit,11.89,204.11,150,85,21
2726,grapefruit,11.89,204.12,161,65,2
2727,grapefruit,11.9,204.16,137,78,16
2728,grapefruit,11.9,204.2,163,84,2
2729,grapefruit,11.9,204.22,158,68,24
2730,grapefruit,11.9,204.23,160,90,6
2731,grapefruit,11.9,204.26,148,78,4
2732,grapefruit,11.9,204.29,143,68,13
2733,grapefruit,11.91,204.31,142,62,8
2734,grapefruit,11.91,204.35,157,75,2
2735,grapefruit,11.91,204.39,137,97,10
2736,grapefruit,11.91,204.43,145,62,10
2737,grapefruit,11.91,204.45,142,51,23
2738,grapefruit,11.91,204.55,143,53,29
2739,grapefruit,11.92,204.56,146,65,11
2740,grapefruit,11.92,204.58,137,46,12
2741,grapefruit,11.92,204.66,157,57,10
2742,grapefruit,11.92,204.68,157,62,11
2743,grapefruit,11.92,204.71,158,72,31
2744,grapefruit,11.92,204.73,153,53,16
2745,grapefruit,11.93,204.76,158,91,3
2746,grapefruit,11.93,204.77,139,75,22
2747,grapefruit,11.93,204.79,162,74,19
2748,grapefruit,11.93,204.81,161,66,16
2749,grapefruit,11.93,204.85,162,79,18
2750,grapefruit,11.94,204.88,140,62,23
2751,grapefruit,11.94,204.91,148,69,19
2752,grapefruit,11.94,204.92,151,79,8
2753,grapefruit,11.95,204.93,153,76,29
2754,grapefruit,11.95,204.94,155,79,18
2755,grapefruit,11.95,204.96,158,57,30
2756,grapefruit,11.95,205.01,159,71,5
2757,grapefruit,11.96,205.06,147,57,22
2758,grapefruit,11.96,205.09,151,57,34
2759,grapefruit,11.96,205.12,156,69,24
2760,grapefruit,11.96,205.14,128,53,25
2761,grapefruit,11.96,205.19,148,81,12
2762,grapefruit,11.97,205.24,145,65,21
2763,grapefruit,11.97,205.25,157,66,14
2764,grapefruit,11.98,205.28,151,83,22
2765,grapefruit,11.98,205.35,171,68,25
2766,grapefruit,11.98,205.36,136,84,23
2767,grapefruit,11.99,205.38,147,68,20
2768,grapefruit,11.99,205.39,149,67,26
2769,grapefruit,11.99,205.44,170,82,20
2770,grapefruit,12,205.45,150,96,16
2771,grapefruit,12,205.47,167,77,9
2772,grapefruit,12,205.52,156,71,7
2773,grapefruit,12,205.56,147,77,19
2774,grapefruit,12,205.59,146,72,5
2775,grapefruit,12.01,205.64,134,46,19
2776,grapefruit,12.01,205.69,133,76,47
2777,grapefruit,12.01,205.75,153,78,15
2778,grapefruit,12.01,205.78,147,77,3
2779,grapefruit,12.01,205.82,150,74,2
2780,grapefruit,12.01,205.83,125,64,4
2781,grapefruit,12.02,205.85,157,85,15
2782,grapefruit,12.02,205.9,138,85,17
2783,grapefruit,12.02,205.92,140,77,31
2784,grapefruit,12.02,205.93,143,62,13
2785,grapefruit,12.02,205.97,155,57,7
2786,grapefruit,12.03,206,144,82,28
2787,grapefruit,12.03,206.06,135,53,28
2788,grapefruit,12.03,206.08,161,58,45
2789,grapefruit,12.03,206.11,163,85,12
2790,grapefruit,12.04,206.17,138,78,8
2791,grapefruit,12.04,206.18,150,77,9
2792,grapefruit,12.04,206.19,153,57,15
2793,grapefruit,12.04,206.23,137,62,13
2794,grapefruit,12.04,206.26,152,72,24
2795,grapefruit,12.04,206.27,154,58,19
2796,grapefruit,12.05,206.28,167,79,13
2797,grapefruit,12.05,206.32,159,71,7
2798,grapefruit,12.05,206.35,142,55,15
2799,grapefruit,12.05,206.39,149,70,13
2800,grapefruit,12.06,206.41,142,57,13
2801,grapefruit,12.06,206.42,160,76,13
2802,grapefruit,12.06,206.44,133,78,33
2803,grapefruit,12.06,206.47,144,57,5
2804,grapefruit,12.06,206.48,155,64,18
2805,grapefruit,12.07,206.57,169,68,16
2806,grapefruit,12.07,206.58,151,61,14
2807,grapefruit,12.07,206.6,155,60,15
2808,grapefruit,12.07,206.64,171,89,6
2809,grapefruit,12.07,206.66,175,66,10
2810,grapefruit,12.08,206.72,152,84,2
2811,grapefruit,12.08,206.74,153,85,19
2812,grapefruit,12.08,206.76,145,83,27
2813,grapefruit,12.08,206.77,156,59,37
2814,grapefruit,12.09,206.89,159,66,12
2815,grapefruit,12.09,206.94,131,67,35
2816,grapefruit,12.09,206.96,139,50,20
2817,grapefruit,12.09,206.98,148,92,18
2818,grapefruit,12.09,207.03,148,74,2
2819,grapefruit,12.1,207.05,154,84,2
2820,grapefruit,12.1,207.07,158,48,12
2821,grapefruit,12.1,207.08,152,81,25
2822,grapefruit,12.1,207.09,149,75,21
2823,grapefruit,12.1,207.11,163,61,19
2824,grapefruit,12.11,207.12,154,68,17
2825,grapefruit,12.11,207.14,177,71,27
2826,grapefruit,12.11,207.16,141,69,8
2827,grapefruit,12.11,207.18,129,75,20
2828,grapefruit,12.11,207.21,146,52,7
2829,grapefruit,12.11,207.24,137,78,11
2830,grapefruit,12.11,207.29,155,75,18
2831,grapefruit,12.12,207.31,147,92,45
2832,grapefruit,12.12,207.36,141,65,16
2833,grapefruit,12.12,207.38,167,57,7
2834,grapefruit,12.12,207.39,142,69,13
2835,grapefruit,12.13,207.42,155,69,4
2836,grapefruit,12.13,207.45,145,73,21
2837,grapefruit,12.14,207.5,137,85,10
2838,grapefruit,12.14,207.54,148,81,29
2839,grapefruit,12.14,207.6,166,87,28
2840,grapefruit,12.14,207.61,129,75,18
2841,grapefruit,12.14,207.63,145,65,2
2842,grapefruit,12.15,207.68,150,85,12
2843,grapefruit,12.15,207.72,152,70,2
2844,grapefruit,12.15,207.74,156,91,15
2845,grapefruit,12.15,207.76,164,85,7
2846,grapefruit,12.15,207.8,151,67,18
2847,grapefruit,12.15,207.84,161,70,23
2848,grapefruit,12.16,207.86,149,73,18
2849,grapefruit,12.16,207.88,163,73,25
2850,grapefruit,12.16,207.91,163,73,2
2851,grapefruit,12.17,207.93,146,69,2
2852,grapefruit,12.17,207.95,163,46,16
2853,grapefruit,12.17,207.97,151,64,19
2854,grapefruit,12.17,207.98,148,68,22
2855,grapefruit,12.17,208,155,74,2
2856,grapefruit,12.18,208.01,134,66,33
2857,grapefruit,12.18,208.05,159,64,13
2858,grapefruit,12.18,208.09,155,76,7
2859,grapefruit,12.18,208.12,134,73,19
2860,grapefruit,12.18,208.17,141,56,17
2861,grapefruit,12.19,208.17,149,56,17
2862,grapefruit,12.19,208.21,164,74,17
2863,grapefruit,12.19,208.23,158,64,15
2864,grapefruit,12.19,208.27,151,73,28
2865,grapefruit,12.2,208.31,146,70,20
2866,grapefruit,12.2,208.33,142,83,30
2867,grapefruit,12.2,208.36,145,74,17
2868,grapefruit,12.2,208.4,161,59,11
2869,grapefruit,12.21,208.42,151,59,31
2870,grapefruit,12.21,208.47,149,74,14
2871,grapefruit,12.21,208.5,132,78,2
2872,grapefruit,12.21,208.52,170,82,33
2873,grapefruit,12.21,208.54,165,59,5
2874,grapefruit,12.22,208.58,162,77,10
2875,grapefruit,12.22,208.63,154,56,14
2876,grapefruit,12.22,208.67,140,78,13
2877,grapefruit,12.22,208.7,138,78,27
2878,grapefruit,12.22,208.82,156,84,15
2879,grapefruit,12.22,208.85,145,75,3
2880,grapefruit,12.23,208.87,149,67,2
2881,grapefruit,12.23,208.88,128,62,17
2882,grapefruit,12.23,208.91,134,71,11
2883,grapefruit,12.23,208.98,149,86,16
2884,grapefruit,12.23,209.04,133,61,10
2885,grapefruit,12.24,209.07,134,50,19
2886,grapefruit,12.24,209.11,171,83,16
2887,grapefruit,12.24,209.16,143,64,9
2888,grapefruit,12.24,209.21,153,70,12
2889,grapefruit,12.25,209.24,147,57,30
2890,grapefruit,12.25,209.27,148,62,2
2891,grapefruit,12.25,209.31,155,75,7
2892,grapefruit,12.25,209.32,174,70,26
2893,grapefruit,12.26,209.36,165,60,2
2894,grapefruit,12.26,209.37,160,63,22
2895,grapefruit,12.26,209.41,164,85,20
2896,grapefruit,12.27,209.43,151,69,27
2897,grapefruit,12.27,209.48,154,60,16
2898,grapefruit,12.27,209.49,133,65,14
2899,grapefruit,12.27,209.51,148,54,27
2900,grapefruit,12.27,209.52,151,79,2
2901,grapefruit,12.28,209.57,129,64,19
2902,grapefruit,12.29,209.63,152,75,15
2903,grapefruit,12.29,209.66,141,80,14
2904,grapefruit,12.29,209.68,141,69,33
2905,grapefruit,12.29,209.74,144,78,19
2906,grapefruit,12.29,209.76,143,82,18
2907,grapefruit,12.3,209.81,137,63,14
2908,grapefruit,12.3,209.87,166,83,2
2909,grapefruit,12.3,209.89,136,62,22
2910,grapefruit,12.3,209.94,140,68,3
2911,grapefruit,12.31,209.98,173,72,5
2912,grapefruit,12.31,210,133,67,17
2913,grapefruit,12.31,210.01,126,69,19
2914,grapefruit,12.32,210.05,148,76,16
2915,grapefruit,12.32,210.08,164,64,14
2916,grapefruit,12.32,210.15,166,74,14
2917,grapefruit,12.32,210.16,153,75,7
2918,grapefruit,12.32,210.19,144,60,8
2919,grapefruit,12.33,210.24,145,68,33
2920,grapefruit,12.33,210.29,152,66,13
2921,grapefruit,12.33,210.33,157,63,6
2922,grapefruit,12.33,210.36,145,60,24
2923,grapefruit,12.34,210.39,129,64,17
2924,grapefruit,12.34,210.46,139,64,4
2925,grapefruit,12.34,210.48,141,77,20
2926,grapefruit,12.34,210.51,147,81,19
2927,grapefruit,12.34,210.55,146,73,2
2928,grapefruit,12.35,210.57,155,61,17
2929,grapefruit,12.35,210.58,134,67,27
2930,grapefruit,12.35,210.6,148,84,17
2931,grapefruit,12.35,210.64,129,60,21
2932,grapefruit,12.36,210.65,153,80,25
2933,grapefruit,12.36,210.72,153,41,11
2934,grapefruit,12.36,210.75,146,84,31
2935,grapefruit,12.37,210.84,145,61,5
2936,grapefruit,12.37,210.85,146,49,2
2937,grapefruit,12.37,210.88,161,64,25
2938,grapefruit,12.38,210.9,147,67,25
2939,grapefruit,12.38,210.97,150,55,15
2940,grapefruit,12.38,210.99,161,101,2
2941,grapefruit,12.39,211,152,93,13
2942,grapefruit,12.39,211.01,149,76,11
2943,grapefruit,12.39,211.07,144,62,22
2944,grapefruit,12.39,211.09,140,79,28
2945,grapefruit,12.39,211.13,145,72,3
2946,grapefruit,12.39,211.14,134,63,14
2947,grapefruit,12.39,211.16,152,85,35
2948,grapefruit,12.4,211.19,141,69,10
2949,grapefruit,12.4,211.29,153,69,18
2950,grapefruit,12.4,211.35,168,67,23
2951,grapefruit,12.4,211.41,147,62,12
2952,grapefruit,12.41,211.43,137,72,11
2953,grapefruit,12.41,211.46,161,61,5
2954,grapefruit,12.41,211.51,155,75,21
2955,grapefruit,12.41,211.53,174,69,8
2956,grapefruit,12.42,211.56,155,83,19
2957,grapefruit,12.42,211.6,153,63,11
2958,grapefruit,12.43,211.64,152,71,13
2959,grapefruit,12.43,211.69,152,70,12
2960,grapefruit,12.43,211.71,171,81,19
2961,grapefruit,12.43,211.8,157,75,17
2962,grapefruit,12.43,211.81,165,74,41
2963,grapefruit,12.44,211.81,174,73,20
2964,grapefruit,12.44,211.93,136,82,11
2965,grapefruit,12.44,211.97,182,77,18
2966,grapefruit,12.45,212.01,144,84,10
2967,grapefruit,12.45,212.03,151,89,18
2968,grapefruit,12.45,212.07,165,83,28
2969,grapefruit,12.45,212.08,149,74,39
2970,grapefruit,12.46,212.1,147,75,28
2971,grapefruit,12.46,212.12,160,70,25
2972,grapefruit,12.46,212.15,154,70,2
2973,grapefruit,12.46,212.2,134,55,29
2974,grapefruit,12.46,212.27,151,69,41
2975,grapefruit,12.46,212.37,142,69,16
2976,grapefruit,12.47,212.39,133,62,5
2977,grapefruit,12.47,212.42,159,87,21
2978,grapefruit,12.47,212.47,163,78,2
2979,grapefruit,12.47,212.51,148,64,14
2980,grapefruit,12.47,212.61,150,88,13
2981,grapefruit,12.47,212.65,132,79,5
2982,grapefruit,12.48,212.7,142,75,24
2983,grapefruit,12.48,212.75,140,50,26
2984,grapefruit,12.48,212.75,128,68,6
2985,grapefruit,12.48,212.81,141,63,10
2986,grapefruit,12.49,212.85,141,82,38
2987,grapefruit,12.49,212.9,143,70,30
2988,grapefruit,12.49,213.01,153,78,23
2989,grapefruit,12.49,213.08,131,79,2
2990,grapefruit,12.5,213.16,153,69,12
2991,grapefruit,12.5,213.2,137,73,14
2992,grapefruit,12.51,213.25,166,79,17
2993,grapefruit,12.51,213.28,145,88,17
2994,grapefruit,12.51,213.3,173,87,7
2995,grapefruit,12.51,213.34,154,82,23
2996,grapefruit,12.52,213.36,145,64,28
2997,grapefruit,12.52,213.4,158,65,16
2998,grapefruit,12.52,213.44,151,69,25
2999,grapefruit,12.53,213.44,140,73,12
3000,grapefruit,12.53,213.46,165,80,22
3001,grapefruit,12.53,213.5,142,70,5
3002,grapefruit,12.53,213.51,140,69,15
3003,grapefruit,12.54,213.54,161,83,15
3004,grapefruit,12.54,213.58,155,61,10
3005,grapefruit,12.54,213.66,142,59,23
3006,grapefruit,12.55,213.68,158,62,8
3007,grapefruit,12.55,213.72,149,81,22
3008,grapefruit,12.55,213.75,147,64,11
3009,grapefruit,12.55,213.8,155,78,20
3010,grapefruit,12.55,213.82,142,77,2
3011,grapefruit,12.56,213.88,158,69,2
3012,grapefruit,12.56,213.91,150,75,31
3013,grapefruit,12.56,213.95,162,79,14
3014,grapefruit,12.56,214,145,68,13
3015,grapefruit,12.56,214.01,151,68,29
3016,grapefruit,12.56,214.05,151,59,16
3017,grapefruit,12.57,214.09,145,62,16
3018,grapefruit,12.57,214.14,164,67,25
3019,grapefruit,12.57,214.2,149,82,28
3020,grapefruit,12.57,214.22,142,54,11
3021,grapefruit,12.58,214.26,144,78,2
3022,grapefruit,12.58,214.31,153,65,14
3023,grapefruit,12.58,214.35,154,71,22
3024,grapefruit,12.58,214.4,163,70,25
3025,grapefruit,12.58,214.47,146,88,26
3026,grapefruit,12.59,214.49,150,43,12
3027,grapefruit,12.59,214.53,166,80,2
3028,grapefruit,12.59,214.56,146,50,7
3029,grapefruit,12.59,214.58,147,76,11
3030,grapefruit,12.6,214.62,149,66,10
3031,grapefruit,12.6,214.65,143,67,19
3032,grapefruit,12.6,214.73,144,86,2
3033,grapefruit,12.6,214.76,143,80,31
3034,grapefruit,12.61,214.88,151,71,13
3035,grapefruit,12.61,214.95,171,73,17
3036,grapefruit,12.61,215.01,160,67,30
3037,grapefruit,12.61,215.06,157,69,23
3038,grapefruit,12.62,215.13,151,75,19
3039,grapefruit,12.62,215.16,163,99,10
3040,grapefruit,12.62,215.22,156,69,27
3041,grapefruit,12.63,215.22,157,86,16
3042,grapefruit,12.63,215.28,145,74,12
3043,grapefruit,12.63,215.28,152,70,17
3044,grapefruit,12.64,215.34,150,74,7
3045,grapefruit,12.64,215.49,163,71,7
3046,grapefruit,12.65,215.51,174,56,11
3047,grapefruit,12.65,215.55,157,59,16
3048,grapefruit,12.66,215.61,150,89,2
3049,grapefruit,12.66,215.63,152,60,2
3050,grapefruit,12.66,215.73,153,67,12
3051,grapefruit,12.67,215.76,160,69,16
3052,grapefruit,12.67,215.81,148,63,2
3053,grapefruit,12.68,215.83,128,83,4
3054,grapefruit,12.68,215.86,145,75,14
3055,grapefruit,12.68,215.89,130,69,29
3056,grapefruit,12.68,215.92,149,52,8
3057,grapefruit,12.68,215.94,156,78,17
3058,grapefruit,12.69,215.99,144,76,22
3059,grapefruit,12.69,216.03,149,72,24
3060,grapefruit,12.69,216.09,153,61,15
3061,grapefruit,12.7,216.14,159,69,17
3062,grapefruit,12.7,216.2,148,72,30
3063,grapefruit,12.7,216.25,152,70,2
3064,grapefruit,12.7,216.33,155,76,16
3065,grapefruit,12.71,216.4,143,79,14
3066,grapefruit,12.71,216.44,145,54,7
3067,grapefruit,12.71,216.51,167,87,5
3068,grapefruit,12.72,216.56,154,63,20
3069,grapefruit,12.72,216.58,160,72,29
3070,grapefruit,12.72,216.61,156,72,2
3071,grapefruit,12.72,216.69,156,81,23
3072,grapefruit,12.73,216.71,141,55,21
3073,grapefruit,12.73,216.74,151,90,2
3074,grapefruit,12.73,216.77,157,75,17
3075,grapefruit,12.73,216.84,159,71,20
3076,grapefruit,12.73,216.87,163,64,3
3077,grapefruit,12.74,216.9,155,79,11
3078,grapefruit,12.74,216.91,160,68,23
3079,grapefruit,12.75,216.98,127,77,12
3080,grapefruit,12.75,217.01,161,75,8
3081,grapefruit,12.75,217.07,158,57,8
3082,grapefruit,12.76,217.11,154,69,21
3083,grapefruit,12.76,217.17,160,67,18
3084,grapefruit,12.76,217.22,140,78,2
3085,grapefruit,12.76,217.26,146,69,15
3086,grapefruit,12.77,217.29,140,66,32
3087,grapefruit,12.77,217.34,158,58,29
3088,grapefruit,12.77,217.36,131,65,19
3089,grapefruit,12.77,217.41,158,83,13
3090,grapefruit,12.78,217.45,155,65,13
3091,grapefruit,12.78,217.52,156,56,2
3092,grapefruit,12.78,217.58,144,71,17
3093,grapefruit,12.79,217.63,151,81,30
3094,grapefruit,12.79,217.68,126,85,15
3095,grapefruit,12.79,217.73,168,63,27
3096,grapefruit,12.8,217.8,149,76,27
3097,grapefruit,12.8,217.92,156,74,16
3098,grapefruit,12.8,217.94,144,81,13
3099,grapefruit,12.8,217.97,159,69,17
3100,grapefruit,12.81,218.03,148,89,2
3101,grapefruit,12.82,218.06,165,63,2
3102,grapefruit,12.82,218.11,153,80,14
3103,grapefruit,12.83,218.15,144,54,34
3104,grapefruit,12.83,218.22,148,70,15
3105,grapefruit,12.83,218.29,149,57,24
3106,grapefruit,12.83,218.32,159,68,4
3107,grapefruit,12.84,218.37,144,55,2
3108,grapefruit,12.84,218.46,155,69,20
3109,grapefruit,12.85,218.54,142,71,18
3110,grapefruit,12.85,218.59,144,62,13
3111,grapefruit,12.85,218.63,137,57,13
3112,grapefruit,12.87,218.67,149,79,33
3113,grapefruit,12.87,218.7,139,62,20
3114,grapefruit,12.87,218.72,164,84,21
3115,grapefruit,12.88,218.75,137,80,18
3116,grapefruit,12.88,218.78,134,67,6
3117,grapefruit,12.88,218.86,146,75,21
3118,grapefruit,12.88,218.87,144,70,12
3119,grapefruit,12.89,218.92,166,63,38
3120,grapefruit,12.89,218.98,150,78,40
3121,grapefruit,12.89,219.08,142,58,27
3122,grapefruit,12.89,219.12,154,82,14
3123,grapefruit,12.9,219.14,150,77,24
3124,grapefruit,12.9,219.2,151,50,3
3125,grapefruit,12.9,219.25,170,83,20
3126,grapefruit,12.9,219.28,149,80,22
3127,grapefruit,12.91,219.32,166,83,25
3128,grapefruit,12.91,219.43,139,69,2
3129,grapefruit,12.91,219.55,145,61,2
3130,grapefruit,12.92,219.61,146,66,21
3131,grapefruit,12.93,219.63,158,79,30
3132,grapefruit,12.93,219.64,156,62,34
3133,grapefruit,12.94,219.7,150,77,19
3134,grapefruit,12.94,219.73,170,87,11
3135,grapefruit,12.94,219.81,157,46,22
3136,grapefruit,12.95,219.93,149,70,30
3137,grapefruit,12.95,220.01,159,72,21
3138,grapefruit,12.95,220.1,146,68,2
3139,grapefruit,12.96,220.27,144,81,34
3140,grapefruit,12.96,220.33,148,80,24
3141,grapefruit,12.96,220.37,152,87,31
3142,grapefruit,12.97,220.39,152,80,18
3143,grapefruit,12.97,220.47,157,71,27
3144,grapefruit,12.97,220.57,147,78,9
3145,grapefruit,12.97,220.65,130,54,34
3146,grapefruit,12.99,220.72,159,64,17
3147,grapefruit,12.99,220.76,155,65,14
3148,grapefruit,12.99,220.87,143,91,21
3149,grapefruit,13,220.93,166,58,28
3150,grapefruit,13,220.98,164,63,18
3151,grapefruit,13.01,221.02,147,69,21
3152,grapefruit,13.01,221.05,162,67,2
3153,grapefruit,13.02,221.07,143,75,20
3154,grapefruit,13.02,221.13,162,76,18
3155,grapefruit,13.03,221.14,138,54,7
3156,grapefruit,13.03,221.19,172,78,19
3157,grapefruit,13.04,221.25,168,62,13
3158,grapefruit,13.04,221.29,144,74,13
3159,grapefruit,13.04,221.31,161,67,18
3160,grapefruit,13.05,221.34,146,87,2
3161,grapefruit,13.06,221.36,161,70,15
3162,grapefruit,13.06,221.42,142,68,27
3163,grapefruit,13.06,221.52,139,56,14
3164,grapefruit,13.07,221.61,127,65,10
3165,grapefruit,13.07,221.73,149,70,16
3166,grapefruit,13.07,221.76,148,66,15
3167,grapefruit,13.07,221.79,162,65,6
3168,grapefruit,13.08,221.85,151,65,2
3169,grapefruit,13.08,221.9,143,69,17
3170,grapefruit,13.09,221.96,134,47,25
3171,grapefruit,13.09,222.11,166,57,21
3172,grapefruit,13.09,222.19,147,67,38
3173,grapefruit,13.1,222.29,145,71,17
3174,grapefruit,13.1,222.35,146,51,14
3175,grapefruit,13.11,222.42,166,53,14
3176,grapefruit,13.11,222.44,153,78,20
3177,grapefruit,13.11,222.49,146,75,3
3178,grapefruit,13.12,222.54,138,67,28
3179,grapefruit,13.12,222.62,136,74,22
3180,grapefruit,13.13,222.7,153,63,15
3181,grapefruit,13.13,222.81,148,62,21
3182,grapefruit,13.14,222.91,147,82,6
3183,grapefruit,13.15,222.94,154,71,9
3184,grapefruit,13.15,223,173,81,28
3185,grapefruit,13.15,223.04,148,94,2
3186,grapefruit,13.15,223.2,153,72,25
3187,grapefruit,13.15,223.32,153,66,16
3188,grapefruit,13.16,223.38,135,55,16
3189,grapefruit,13.16,223.44,130,53,25
3190,grapefruit,13.17,223.49,162,79,13
3191,grapefruit,13.17,223.55,165,75,26
3192,grapefruit,13.18,223.61,144,75,18
3193,grapefruit,13.18,223.66,134,84,32
3194,grapefruit,13.19,223.69,162,79,2
3195,grapefruit,13.19,223.74,151,95,8
3196,grapefruit,13.19,223.76,147,83,25
3197,grapefruit,13.2,223.8,166,58,24
3198,grapefruit,13.2,223.82,162,58,21
3199,grapefruit,13.2,223.9,166,92,8
3200,grapefruit,13.2,223.97,159,67,25
3201,grapefruit,13.21,224.13,129,60,16
3202,grapefruit,13.21,224.19,124,89,12
3203,grapefruit,13.22,224.25,153,102,11
3204,grapefruit,13.22,224.34,147,62,20
3205,grapefruit,13.23,224.39,149,51,32
3206,grapefruit,13.23,224.45,159,80,2
3207,grapefruit,13.23,224.53,160,59,10
3208,grapefruit,13.24,224.56,158,61,23
3209,grapefruit,13.25,224.58,157,65,25
3210,grapefruit,13.26,224.68,150,54,23
3211,grapefruit,13.26,224.74,140,62,29
3212,grapefruit,13.27,224.9,151,62,24
3213,grapefruit,13.27,224.93,172,66,6
3214,grapefruit,13.28,225.05,143,67,28
3215,grapefruit,13.29,225.2,159,71,21
3216,grapefruit,13.29,225.24,168,62,2
3217,grapefruit,13.29,225.26,161,58,20
3218,grapefruit,13.3,225.42,156,79,30
3219,grapefruit,13.3,225.54,156,74,20
3220,grapefruit,13.3,225.64,145,81,36
3221,grapefruit,13.31,225.71,140,81,28
3222,grapefruit,13.32,225.75,143,57,8
3223,grapefruit,13.32,225.81,153,88,4
3224,grapefruit,13.32,225.86,152,67,21
3225,grapefruit,13.32,226.1,156,54,2
3226,grapefruit,13.32,226.25,158,79,23
3227,grapefruit,13.33,226.4,127,75,11
3228,grapefruit,13.34,226.59,148,58,17
3229,grapefruit,13.35,226.71,168,76,17
3230,grapefruit,13.36,226.86,140,81,8
3231,grapefruit,13.36,226.88,142,91,12
3232,grapefruit,13.37,226.97,161,74,19
3233,grapefruit,13.37,227.02,140,84,2
3234,grapefruit,13.38,227.19,152,68,23
3235,grapefruit,13.39,227.26,160,65,22
3236,grapefruit,13.39,227.32,147,83,15
3237,grapefruit,13.4,227.45,159,66,15
3238,grapefruit,13.41,227.49,148,67,11
3239,grapefruit,13.42,227.58,150,74,21
3240,grapefruit,13.43,227.65,149,96,27
3241,grapefruit,13.44,227.78,141,61,24
3242,grapefruit,13.45,227.87,159,73,2
3243,grapefruit,13.45,227.91,155,82,30
3244,grapefruit,13.45,228.05,157,78,17
3245,grapefruit,13.45,228.13,142,67,17
3246,grapefruit,13.46,228.25,153,67,16
3247,grapefruit,13.46,228.39,159,47,24
3248,grapefruit,13.47,228.51,157,76,29
3249,grapefruit,13.47,228.6,157,78,25
3250,grapefruit,13.49,228.67,137,81,11
3251,grapefruit,13.5,228.71,144,61,16
3252,grapefruit,13.5,228.82,160,75,16
3253,grapefruit,13.5,228.92,145,72,8
3254,grapefruit,13.51,228.98,147,63,9
3255,grapefruit,13.51,229.02,125,89,10
3256,grapefruit,13.53,229.15,149,85,2
3257,grapefruit,13.53,229.35,145,77,14
3258,grapefruit,13.54,229.52,155,54,18
3259,grapefruit,13.55,229.58,141,69,2
3260,grapefruit,13.56,229.77,152,63,21
3261,grapefruit,13.56,229.98,157,76,13
3262,grapefruit,13.57,230.13,140,72,17
3263,grapefruit,13.58,230.3,152,73,19
3264,grapefruit,13.58,230.35,149,70,31
3265,grapefruit,13.58,230.52,148,66,4
3266,grapefruit,13.6,230.66,146,85,18
3267,grapefruit,13.61,230.69,157,54,11
3268,grapefruit,13.62,230.85,138,64,2
3269,grapefruit,13.63,231.1,147,67,6
3270,grapefruit,13.65,231.16,151,59,30
3271,grapefruit,13.65,231.26,169,66,12
3272,grapefruit,13.66,231.46,167,69,2
3273,grapefruit,13.67,231.68,160,67,14
3274,grapefruit,13.69,231.79,155,63,33
3275,grapefruit,13.7,231.88,156,77,16
3276,grapefruit,13.7,232.1,148,75,23
3277,grapefruit,13.72,232.17,149,48,17
3278,grapefruit,13.73,232.25,146,60,15
3279,grapefruit,13.74,232.52,152,62,18
3280,grapefruit,13.75,232.78,152,60,22
3281,grapefruit,13.76,232.92,145,68,2
3282,grapefruit,13.77,233.21,136,85,2
3283,grapefruit,13.77,233.38,157,46,18
3284,grapefruit,13.79,233.61,162,65,16
3285,grapefruit,13.79,233.92,152,80,18
3286,grapefruit,13.81,234.12,160,62,9
3287,grapefruit,13.82,234.17,149,73,19
3288,grapefruit,13.83,234.22,162,73,7
3289,grapefruit,13.83,234.46,154,81,16
3290,grapefruit,13.84,234.53,142,59,29
3291,grapefruit,13.85,234.73,139,69,33
3292,grapefruit,13.86,234.87,145,65,14
3293,grapefruit,13.87,235.2,160,66,36
3294,grapefruit,13.89,235.31,148,67,7
3295,grapefruit,13.91,235.49,158,64,9
3296,grapefruit,13.92,235.9,170,74,5
3297,grapefruit,13.92,235.98,140,70,29
3298,grapefruit,13.94,236.16,139,63,28
3299,grapefruit,13.98,236.38,126,75,6
3300,grapefruit,13.99,236.66,154,66,10
3301,grapefruit,13.99,237.05,151,90,2
3302,grapefruit,14.03,237.25,159,71,35
3303,grapefruit,14.03,237.55,166,63,11
3304,grapefruit,14.05,237.82,153,57,16
